movie_id,content_type,title,director,cast,country,genres,content_rating,original_release_date,streaming_release_date,runtime,production_company,audience_status,audience_rating,audience_count,description
m/the_duel_2016,Movie,The Duel,Kieran Darcy-Smith,"Woody Harrelson, Liam Hemsworth, Alice Braga, Emory Cohen, Felicity Price, José Zúñiga, William Sadler",United States,Dramas,R,2016-06-24,2016-08-23,116.0,Mandeville Films,Spilled,30.0,1146.0,"1866, texas ranger investigates suspicious death town ruled religious despot whose past contains disturbing link own."
m/dukes_of_hazzard,Movie,The Dukes of Hazzard,Jay Chandrasekhar,"Johnny Knoxville, Seann William Scott, Jessica Simpson, Burt Reynolds, M.C. Gainey, David Koechner, Kevin Heffernan, James Roday, Michael Roof, Joe Don Baker",United States,"Action & Adventure, Comedies",PG-13,2005-08-05,2009-05-01,105.0,Warner Bros. Pictures,Spilled,47.0,409871.0,"duke boy back comedy based tv series, following bo luke tear around hazzard county trusty dodge charger."
m/the_endless,Movie,The Endless,"Justin Benson, Aaron Moorhead","Aaron Moorhead, Justin Benson, Callie Hernandez, Lew Temple, James Jordan, Tate Ellington",United States,"Independent Movies, Sci-Fi & Fantasy, Thrillers",NR,2018-04-06,2018-06-26,111.0,Well Go USA Entertainment,Upright,67.0,3561.0,"kids, escaped ufo death cult. now, two adult brother seek answer old videotape surface brings back began."
m/the-evil-dead,Movie,The Evil Dead,Sam Raimi,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker, Theresa Tilly, Bill Vincent, Scott Spiegel, Ivan Raimi, David Horton, John Cameron, Ted Raimi",United States,"Classic Movies, Cult Movies, Horror Movies",R,1981-10-15,2016-11-30,85.0,New Line Cinema,Upright,84.0,202827.0,"stop remote cabin deep within woods, group teen begin turning flesh-eating zombie director sam raimi's cult classic."
m/the_eyes_of_my_mother_2016,Movie,The Eyes of My Mother,Nicolas Pesce,"Kika Magalhães, Olivia Bond, Will Brill, Flora Diaz, Paul Nazak, Clara Wong, Diana Agostini",United States,"Horror Movies, Independent Movies",R,2016-12-02,2017-03-07,76.0,Magnet Releasing,Spilled,57.0,3283.0,"remote farmhouse witnessed traumatic childhood event, young woman develops grisly fascination violence."
m/the_fighter_2011,Movie,The Fighter,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Jack McGee, Melissa McMeekin, Bianca Hunter, Erica McDermott, Dendrie Taylor, Jill Quigg, Kate B. O'Brien, Sugar Ray Leonard",United States,"Dramas, Sports Movies",R,2010-12-10,2013-08-01,116.0,Paramount Pictures,Upright,89.0,121498.0,"string defeats, boxer rediscovers fighting help trainer half-brother, once-talented pugilist."
m/final_destination_final_death_trip_3D,Movie,The Final Destination,David R. Ellis,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb, Mykelti Williamson, Krista Allen, Andrew Fiscella, Justin Welborn, Stephanie Honoré",United States,Horror Movies,R,2009-08-28,2011-10-01,82.0,Warner Bros. Pictures,Spilled,35.0,603795.0,"nick o'bannon think he's cheated death keep grisly premonition becoming reality, soon realizes fate plans."
m/first_wives_club,Movie,The First Wives Club,Hugh WIlson,"Bette Midler, Goldie Hawn, Diane Keaton, Maggie Smith, Dan Hedaya, Sarah Jessica Parker, Stockard Channing, Victor Garber, Stephen Collins, Marcia Gay Harden, Jennie Dundas, Elizabeth Berkley, Eileen Heckart, Bronson Pinchot, Rob Reiner",United States,Comedies,PG,1996-09-20,2013-08-01,102.0,Paramount Home Video,Upright,68.0,62646.0,"following friend's suicide husband dump younger model, three woman plot payback two-timing exes."
m/the_flintstones,Movie,The Flintstones,Brian Levant,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan, Halle Berry, Elizabeth Taylor, Dann Florek, Sam Raimi, Harvey Korman",United States,"Children & Family Movies, Comedies",PG,1994-05-25,2014-08-19,92.0,Universal Pictures,Spilled,24.0,261112.0,flintstone hit big screen live-action comedy find fred barney struggling cope pressure work family.
m/flintstones_in_viva_rock_vegas,Movie,The Flintstones in Viva Rock Vegas,Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming",United States,"Children & Family Movies, Comedies, Romantic Movies",PG,2000-04-28,2014-11-10,87.0,Universal Pictures,Spilled,20.0,44092.0,"yabba-dabba-doo! digital dinosaur rule day fred, barney, betty wilma take vega storm prequel posit life marriage."
m/forbidden_kingdom,Movie,The Forbidden Kingdom,Rob Minkoff,"Jackie Chan, Jet Li, Collin Chou, Liu Yifei, Li Bingbing, Michael Angarano, Morgan Benoit, Juana Collignon, Wang Deshun, Thomas McDonell","United States, China","Action & Adventure, Sci-Fi & Fantasy",PG-13,2008-04-18,2016-08-26,105.0,Lionsgate,Upright,60.0,326729.0,jackie chan jet li star rousing adventure martial art movie fan find mystical staff transport ancient china.
m/the_foreigner_2017,Movie,The Foreigner,Martin Campbell,"Pierce Brosnan, Katie Leung, Manolo Cardona, Charlie Murphy, Pippa Bennett-Warner, Rufus Jones, Dermot Crowley, Jackie Chan, Simon Kunz, Rory Fleck Byrne, Liu Tao, Michael McElhatton, Orla Brady, David Pearse","United Kingdom, China, United States, India","Action & Adventure, International Movies",R,2017-10-13,2017-12-26,114.0,STX Films,Upright,72.0,16296.0,"daughter killed terrorists, sullen restaurateur seek identity responsible travel ireland take vengeance."
m/forgotten,Movie,The Forgotten,Oliver Frampton,"Clem Tibber, Elarica Johnson, James Doherty, Shaun Dingwall, Lyndsey Marshal",United Kingdom,Horror Movies,PG-13,2004-09-24,2012-04-16,91.0,Sony Pictures,Spilled,36.0,183748.0,"teenager go live father abandoned public housing, hears strange noise decides investigate new friend."
m/the_founder,Movie,The Founder,John Lee Hancock,"Laura Dern, B.J. Novak, Patrick Wilson, John Carroll Lynch, Ric Reitz, John Carroll, Nick Offerman, Michael Keaton, Wilbur Fitzgerald, Linda Cardellini","United States, Greece",Dramas,PG-13,2017-01-20,2017-04-04,115.0,The Weinstein Company,Upright,82.0,32410.0,"fateful encounter mcdonald brothers, struggling salesman ray kroc becomes driven change way hamburger made sold."
m/the_frozen_ground,Movie,The Frozen Ground,Scott Walker,"Nicolas Cage, John Cusack, Vanessa Hudgens, Dean Norris, Radha Mitchell, 50 Cent, Kevin Dunn, Olga Valentina, Michael McGrady, Jodi Lyn O'Keefe",United States,"Dramas, Thrillers",R,2013-08-23,2015-11-21,105.0,The Film Arcade,Spilled,50.0,15595.0,"fact-based thriller, alaska state trooper pursuing serial killer team 17-year-old-prostitute escaped predator's clutches."
m/the_girl_with_the_dragon_tattoo,Movie,The Girl with the Dragon Tattoo,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff, Robin Wright, Yorick van Wageningen, Joely Richardson, Geraldine James, Goran Visnjic","United States, Sweden, Norway","Dramas, Thrillers",R,2011-12-20,2013-09-03,158.0,Sony Pictures,Upright,86.0,119013.0,"young computer hacker tasked investigating prying journalist, separate mission become entangled amid decades-old conspiracy."
m/the_girl_with_the_dragon_tattoo_2009,Movie,The Girl with the Dragon Tattoo,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff, Robin Wright, Yorick van Wageningen, Joely Richardson, Geraldine James, Goran Visnjic","United States, Sweden, Norway","Dramas, Thrillers",R,2009-02-27,2016-02-03,152.0,Music Box Films,Upright,87.0,51027.0,"young computer hacker tasked investigating prying journalist, separate mission become entangled amid decades-old conspiracy."
m/the_golem_2019,Movie,The Golem,"Doron Paz, Yoav Paz","Hani Furstenberg, Ishai Golan, Kirill Cernyakov, Brynie Furstenberg, Lenny Ravitz, Alexey Tritenko, Adi Kvetner, Mariya Khomutova, Veronika Shostak, Konstantin Anikienko",Israel,"Horror Movies, Independent Movies, International Movies",NR,2019-02-01,2019-02-05,95.0,Epic Pictures,Spilled,42.0,252.0,"sickness spread throughout countryside, infertile woman conjures living child clay set loose enemies."
m/the_good_catholic,Movie,The Good Catholic,Paul Shoulberg,"Zachary Spicer, Wrenn Schmidt, Danny Glover, John C. McGinley",United States,"Comedies, Dramas, Romantic Movies",PG-13,2017-09-08,2017-09-08,96.0,Pigasus Pictures,Upright,81.0,216.0,young priest’s faith tested find attracted woman meet confession ideal shaken core.
m/the_good_neighbor_2016,Movie,The Good Neighbor,Kasra Farahani,"James Caan, Logan Miller, Keir Gilchrist, Laura Innes, Edwin Hodge, Anne Dudek, Bailey Noble, Lili Reinhart, Mindy Sterling",United States,"Dramas, Independent Movies, Thrillers",NR,2016-09-16,2016-11-18,97.0,Ball & Chain Productions,Spilled,46.0,927.0,"two tech-savvy teen plot fool cranky old neighbor believing house haunted, cruel prank soon take unexpected turns."
m/the_gospel_of_john,Movie,The Gospel of John,David Batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, David Harewood","United Kingdom, United States, Morocco","Dramas, Faith & Spirituality",PG-13,2003-09-11,2015-10-06,180.0,ThinkFilm,Upright,88.0,1245.0,"first four word-for-word film adaptations, aramaic-speaking actor re-create story jesus' life fourth gospel."
m/great_raid,Movie,The Great Raid,John Dahl,"Benjamin Bratt, James Franco, Connie Nielsen, Marton Csokas, Joseph Fiennes, Motoki Kobayashi, Robert Mammone, Natalie Mendoza, Cesar Montano, James Carpinello, Mark Consuelos, Sam Worthington, Craig McLachlan, Max Martini, Clayne Crawford","United States, Australia","Action & Adventure, Dramas",R,2005-08-12,2016-04-19,132.0,Miramax Films,Upright,70.0,16827.0,"world war ii, battalion go daring rescue mission liberate american filipino who've captured japanese."
m/the_great_train_robbery_1979,TV Show,The Great Train Robbery,Unknown,"Luke Evans, Jim Broadbent, Paul Anderson, Martin Compston, Neil Maskell, Jack Roth, George Costigan, Robert Glenister, Nick Moran, Tim Pigott-Smith, James Fox, James Wilby, Jack Gordon, Nicholas Murchie, Del Synnott, Richard Hope, John Salthouse",United Kingdom,"British TV Shows, Crime TV Shows, International TV Shows",PG,1979-02-02,2016-10-01,111.0,MGM,Upright,68.0,7995.0,"two-part tale delivers true story great train robbery 1963, biggest one england's history."
m/green_hornet,Movie,The Green Hornet,Michel Gondry,"Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson, Christoph Waltz, David Harbour, Edward James Olmos, Jamie Harris, Chad L. Coleman, Edward Furlong",United States,"Action & Adventure, Comedies",PG-13,2011-01-14,2012-04-16,119.0,Sony Pictures,Spilled,43.0,116412.0,"hard-partying heir don disguise fight crime hours. talent skills, relies friend, martial-arts genius."
m/haunting_of_molly_hartley,Movie,The Haunting of Molly Hartley,Mickey Liddell,"Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, AnnaLynne McCord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne",United States,"Horror Movies, Thrillers",PG-13,2008-10-31,2016-09-10,87.0,Freestyle Releasing,Spilled,18.0,62312.0,"troubled teenage girl hope start fresh new school, horrifying truth past destined catch her."
m/the_healer_2018,Movie,The Healer,Paco Arango,"Oliver Jackson-Cohen, Camilla Luddington, Jonathan Pryce, Jorge García, Kaitlyn Bernard","Spain, Canada, United States","Children & Family Movies, Dramas, Faith & Spirituality",NR,2018-09-28,2019-01-04,103.0,AMBI Media Group,Spilled,56.0,160.0,"handyman hit rock bottom agrees live distant uncle, insists ability fix thing extends beyond repair shop."
m/the_help,Movie,The Help,Tate Taylor,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain, Ahna O'Reilly, Allison Janney, Anna Camp, Cicely Tyson, Mike Vogel, Sissy Spacek, Mary Steenburgen, Carol Sutton, Dana Ivey, Amy Beckwith, Aunjanue Ellis, Kelsey Scott, Lauren Miller, Tarra Riggs, Wes Chatham, Ashley Johnson, Roslyn Ruff, Brian Kerwin, Shane McRae, Chris Lowell, Charles Cooper, Leslie Jordan, La Chanze, Elizabeth Smith, Nelsan Ellis, Ritchie Montgomery, Ted Welch, David Oyelowo, Tiffany Brouwer",United States,Dramas,PG-13,2011-08-10,2015-11-23,146.0,DreamWorks Studios,Upright,89.0,107868.0,"young, white writer stir status quo 1960s mississippi interviewing black housemaid bringing story masses."
m/the_hollow_point_2016,Movie,The Hollow Point,Gonzalo López-Gallego,"Patrick Wilson, Ian McShane, John Leguizamo, Lynn Collins, Jim Belushi, Karli Hall, David H. Stevens, Derek Boone",United States,Action & Adventure,R,2016-12-16,2017-01-29,97.0,Vertical Entertainment,Spilled,31.0,428.0,new straight-arrow sheriff wallace find must join force brutal ex-lawman leland protect troubled border town cartel hit man.
m/the_humanity_bureau,Movie,The Humanity Bureau,Rob W. King,"Nicolas Cage, Sarah Lind, Hugh Dillon, Jakob Davies, Vicellous Shannon, Kurt Max Runte, Lorne Cardinal, Jett Klyne, David Lovgren",Canada,"Action & Adventure, Sci-Fi & Fantasy",R,2018-04-06,2018-04-10,95.0,Minds Eye Entertainment,Spilled,23.0,191.0,"dystopian, near-future united states, deportation caseworker begun question authority try safeguard woman young son."
m/the_hunt_2012,TV Show,The Hunt,Unknown,David Attenborough,United Kingdom,"British TV Shows, Docuseries, Science & Nature TV",NR,2012-07-24,2017-01-16,74.0,Zentropa Entertainments,,62.0,7995.0,"witness riveting showdown animal kingdom camera capture leopards, polar bear predator targeting prey."
m/the_hunt_2020,TV Show,The Hunt,Unknown,David Attenborough,United Kingdom,"British TV Shows, Docuseries, Science & Nature TV",R,2020-03-13,2020-03-20,90.0,Universal Pictures,,66.0,964.0,"witness riveting showdown animal kingdom camera capture leopards, polar bear predator targeting prey."
m/the_hurricane_heist,Movie,The Hurricane Heist,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler","United Kingdom, United States",Action & Adventure,PG-13,2018-03-09,2018-05-29,103.0,Entertainment Studios Motion Pictures,Spilled,23.0,832.0,deadly hurricane mile-high wave provides perfect cover stealing $600 million u.s. treasury outpost mississippi.
m/the_imaginarium_of_doctor_parnassus,Movie,The Imaginarium of Doctor Parnassus,Terry Gilliam,"Heath Ledger, Christopher Plummer, Andrew Garfield, Verne Troyer, Lily Cole, Tom Waits, Johnny Depp, Colin Farrell, Jude Law","United Kingdom, Canada, France, United States","Action & Adventure, Sci-Fi & Fantasy",PG-13,2009-12-25,2012-04-16,122.0,Sony Pictures Classics,Upright,60.0,295757.0,"deal devil come due, immortal doctor parnassus must renegotiate pact save daughter right wrong past."
m/the_inbetweeners,TV Show,The Inbetweeners,Unknown,"Simon Bird, James Buckley, Blake Harrison, Joe Thomas, Greg Davies, Emily Head, Martin Trenaman, Belinda Stewart-Wilson, Robin Weaver, Henry Lloyd-Hughes",United Kingdom,"British TV Shows, TV Comedies",R,2012-09-07,2014-05-08,97.0,Wrekin Hill Entertainment,Upright,70.0,19783.0,rib-tickling series follows four english lad try – fail spectacularly – navigate wretched no-man's land adolescence.
m/indian_in_the_cupboard,Movie,The Indian in the Cupboard,Frank Oz,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano",United States,"Children & Family Movies, Dramas",PG,1995-07-14,2018-05-31,96.0,Sony Pictures Home Entertainment,Spilled,40.0,60743.0,"boy receives wooden cupboard, antique key iroquois warrior figurine birthday. figurine come life overnight cabinet."
m/invention_of_lying,Movie,The Invention of Lying,"Ricky Gervais, Matthew Robinson","Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor, Fionnula Flanagan, Rob Lowe, Tina Fey, Donna Sorbello, Stephanie March",United States,"Comedies, Romantic Movies",PG-13,2009-10-02,2011-07-01,99.0,Warner Bros. Pictures,Spilled,39.0,667296.0,"world one fibs, screenwriter gain fame fortune – maybe girl dream – saying thing true."
m/the_invitation,Movie,The Invitation,Karyn Kusama,"Logan Marshall-Green, Emayatzy Corinealdi, Aiden Lovekamp, Michelle Krusiec, Mike Doyle, Jordi Vilasuso, Jay Larson, Marieh Delfino, Tammy Blanchard, Michiel Huisman, Lindsay Burdge, John Carroll Lynch",United States,"Horror Movies, Independent Movies, Thrillers",NR,2016-04-08,2016-08-10,99.0,Drafthouse Films,Upright,69.0,13734.0,"man accepts invitation dinner party hosted ex-wife, unsettling affair reopens old wound creates new tensions."
m/the_iron_lady,Movie,The Iron Lady,Phyllida Lloyd,"Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge","United Kingdom, France","Dramas, International Movies",PG-13,2012-01-13,2016-11-01,105.0,The Weinstein Co.,Spilled,51.0,97180.0,"margaret thatcher, first female prime minister britain, navigates career destined change rule leadership politics."
m/1175178-jane_austen_book_club,Movie,The Jane Austen Book Club,Robin Swicord,"Maria Bello, Emily Blunt, Kathy Baker, Amy Brenneman, Maggie Grace, Jimmy Smits, Hugh Dancy, Marc Blucas, Lynn Redgrave, Kevin Zegers, Nancy Travis",United States,"Comedies, Dramas, Romantic Movies",PG-13,2007-10-05,2012-04-16,106.0,Sony Pictures Classics,Upright,67.0,26998.0,six book club member find life resemble modern-day version jane austen's novel drama.
m/1031385-jungle_book,TV Show,The Jungle Book,Unknown,"Emma Tate, Jimmy Hibbert, Sam Gold, David Holt, Joseph J. Terry","India, Germany, France",Kids' TV,PG,1967-10-18,2016-08-10,78.0,Buena Vista Pictures,Upright,82.0,715040.0,"animated series follows young mowgli animal mentor bagheera baloo, best protect fierce tiger shere khan."
m/the_jungle_book_2016,TV Show,The Jungle Book,Unknown,"Emma Tate, Jimmy Hibbert, Sam Gold, David Holt, Joseph J. Terry","India, Germany, France",Kids' TV,PG,2016-04-15,2016-08-23,105.0,Walt Disney Pictures,Upright,86.0,94647.0,"animated series follows young mowgli animal mentor bagheera baloo, best protect fierce tiger shere khan."
m/lake_house,Movie,The Lake House,Alejandro Agresti,"Keanu Reeves, Sandra Bullock, Dylan Walsh, Shohreh Aghdashloo, Ebon Moss-Bachrach, Lynn Collins, Willeke van Ammelrooy, Christopher Plummer",United States,"Dramas, Romantic Movies, Sci-Fi & Fantasy",PG,2006-06-16,2016-06-04,99.0,Warner Bros. Pictures,Upright,73.0,429951.0,"lonely doctor begin writing letter frustrated architect life former home, discover they're living two year apart."
m/last_exorcism,Movie,The Last Exorcism,Daniel Stamm,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton","France, United States","Horror Movies, Independent Movies, Thrillers",PG-13,2010-08-27,2016-10-04,90.0,Lionsgate,Spilled,35.0,73372.0,"ready expose miraculous deed mere trickery, famed evangelist invite documentary crew film final exorcism."
m/the_last_face_2017,Movie,The Last Face,Sean Penn,"Javier Bardem, Charlize Theron, Adèle Exarchopoulos, Jared Harris, Jean Reno, Denise Newman, Merritt Wever, Sibongile Mlambo",United States,Dramas,R,2017-07-28,2017-07-28,131.0,"Saban Films, Lionsgate",Spilled,33.0,577.0,savage civil war dispute humanitarian assistance threaten unravel checkered romance aid director doctor.
m/the_little_hours,Movie,The Little Hours,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon, Fred Armisen, Jemima Kirke, Lauren Weedman, Nick Offerman, Paul Reiser, Adam Pally, Paul Weitz, Jon Gabrus","Canada, United States","Comedies, Independent Movies",R,2017-06-30,2017-09-22,90.0,Gunpowder & Sky,Spilled,49.0,6827.0,life convent take unruly turn three unconventionally opinionated nun cross path tempting new gardener.
m/the_little_mermaid_1989,Movie,The Little Mermaid,"Blake Harris, Chris Bouchard","William Moseley, Poppy Drayton, Loreto Peralta, Armando Gutierrez, Shirley MacLaine, Gina Gershon, Shanna Collins, Chris Yong, Jo Marie Payton, Tom Nowicki",United States,"Children & Family Movies, Dramas",G,1989-01-01,2017-05-21,82.0,Walt Disney Pictures,Upright,88.0,900315.0,"take classic tale, captive circus mermaid transforms life skeptical journalist wide-eyed young sister."
m/the_lives_of_others,Movie,The Lives of Others,Florian Henckel von Donnersmarck,"Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur, Thomas Thieme, Hans-Uwe Bauer, Volkmar Kleinert, Matthias Brenner, Charly Hübner",Germany,"Dramas, International Movies, Thrillers",R,2006-03-23,2012-04-16,137.0,Sony Pictures Classics,Upright,96.0,121677.0,"secret police agent eavesdrops successful writer east germany 1984, becomes increasingly fascinated man's life politics."
m/the_lobster,Movie,The Lobster,Yorgos Lanthimos,"Colin Farrell, Jessica Barden, Rachel Weisz, Olivia Colman, Ashley Jensen, Ariane Labed, Aggeliki Papoulia, John C. Reilly, Léa Seydoux, Michael Smiley, Ben Whishaw","Ireland, United Kingdom, Greece, France, Netherlands","Comedies, International Movies, Romantic Movies",R,2016-05-13,2016-07-27,118.0,A24 Films,Upright,65.0,34463.0,"near-future world, single people hunted forced find mate within 45 days, turned animal banished wilderness."
m/the_lodgers,Movie,The Lodgers,Brian O'Malley,"Charlotte Vega, Bill Milner, David Bradley, Eugene Simon, Moe Dunford, Deirdre O'Kane, Roisin Murphy, Anthony Murphy, Brendan O'Rourke, Emmett Kelly",Ireland,"Horror Movies, International Movies",R,2018-02-23,2018-02-23,93.0,Epic Pictures,Spilled,39.0,279.0,"twin sibling live curse ancestral home, one tempted defy house rules, angering spirit keeping hostage."
m/1012665-longest_yard,Movie,The Longest Yard,Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, James Hampton, Charles Tyner, Bernadette Peters, Richard Kiel, Joe Dorsey, Joe Jackson, Harry Caesar, John Steadman, Jim Nicholson, Tony Cacciotti",United States,"Classic Movies, Comedies, Sports Movies",R,1974-08-30,2014-06-06,121.0,Paramount Home Video,Upright,75.0,81341.0,washed-up professional quarterback paul crewe sent jail forced put together inmate gridiron team take group prison guards.
m/longest_yard,Movie,The Longest Yard,Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, James Hampton, Charles Tyner, Bernadette Peters, Richard Kiel, Joe Dorsey, Joe Jackson, Harry Caesar, John Steadman, Jim Nicholson, Tony Cacciotti",United States,"Classic Movies, Comedies, Sports Movies",PG-13,2005-05-27,2014-06-06,113.0,Paramount Pictures,Upright,62.0,32774364.0,washed-up professional quarterback paul crewe sent jail forced put together inmate gridiron team take group prison guards.
m/longshots,Movie,The Longshots,Fred Durst,"Ice Cube, Keke Palmer, Tasha Smith, Jill Marie Jones, Dash Mihok, Matt Craven, Glenn Plummer, Garrett Morris, Miles Chandler, Malcolm Goodwin",United States,"Comedies, Dramas, Sports Movies",PG,2008-08-22,2017-02-14,94.0,The Weinstein Company,Upright,61.0,22657.0,"11-year-old girl becomes pop warner football's first female quarterback, raise eyebrow – till take team brink glory."
m/the_look_of_silence,Movie,The Look of Silence,Joshua Oppenheimer,Unknown,"Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands","Documentaries, International Movies",PG-13,2015-07-17,2016-03-04,99.0,Drafthouse Films,Upright,89.0,5444.0,"society terrorized silence, brother 1960s indonesian genocide victim learns identity murderer confronts them."
m/love_guru,Movie,The Love Guru,Marco Schnabel,"Mike Myers, Jessica Alba, Justin Timberlake, Ben Kingsley, Romany Malco, Meagan Good, Verne Troyer, Omid Djalili, Telma Hopkins","United Kingdom, Germany, United States","Comedies, Sports Movies",PG-13,2008-06-20,2013-08-01,87.0,Paramount Pictures,Spilled,33.0,240560.0,"raised ashram india, self-styled love guru return native america settle romantic rivalry two pro hockey players."
m/mask_of_zorro,Movie,The Mask of Zorro,Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers","United States, Germany, Mexico","Action & Adventure, Romantic Movies",PG-13,1998-07-17,2012-04-16,136.0,Sony Pictures Entertainment,Upright,72.0,375313.0,"aging zorro pass torch young successor, schooling discipline training take sword crooked officials."
m/matrix,Movie,The Matrix,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory",United States,"Action & Adventure, Sci-Fi & Fantasy",R,1999-03-31,2009-01-01,136.0,Warner Bros. Pictures,Upright,85.0,33324202.0,"computer hacker learns people perceive reality actually simulation created machines, join rebellion break free."
m/matrix_reloaded,Movie,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye",United States,"Action & Adventure, Sci-Fi & Fantasy",R,2003-05-07,2008-08-15,138.0,Warner Bros. Pictures,Upright,72.0,942742.0,"crew must protect zion, last outpost still human control, pinpointed machine responsible matrix."
m/matrix_revolutions,Movie,The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Mary Alice, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Nona Gaye",United States,"Action & Adventure, Sci-Fi & Fantasy",R,2003-10-27,2008-08-15,130.0,Warner Bros. Pictures,Upright,60.0,792201.0,final installment matrix trilogy find unconscious neo trapped subway station zone matrix machine world.
m/men_who_stare_at_goats,Movie,The Men Who Stare at Goats,Grant Heslov,"George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey, Stephen Lang, Robert Patrick, Waleed Zuaiter, Stephen Root, Glenn Morshower, Nick Offerman, Tim Griffin, Rebecca Mader","United States, United Kingdom",Comedies,R,2009-11-06,2017-03-31,93.0,Overture Films,Spilled,39.0,239085.0,"journalist latch onto unbelievable story iraq meet lyn, man mysterious origin reveals ""warrior monk."""
m/the_messengers,TV Show,The Messengers,Unknown,"Shantel VanSanten, Diogo Morgado, JD Pardo, Joel Courtney, Jon Fletcher, Sofia Black D'Elia, Anna Diop, Craig Frank",United States,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",PG-13,2007-02-07,2014-03-09,85.0,Screen Gems,Spilled,44.0,491937.0,group stranger killed mysterious object soon come back life learn chosen prevent apocalypse.
m/the_monster_2016,Movie,The Monster,Bryan Bertino,"Zoe Kazan, Ella Ballentine, Aaron Douglas, Christine Ebadi, Marc Hickox, Scott Speedman, Chris Webb","United States, Canada","Horror Movies, Independent Movies",R,2016-11-11,2017-03-09,91.0,A24 and DIRECTV,Spilled,40.0,4844.0,troubled mother-daughter relationship face ultimate test duo’s broken-down car leaf trapped within reach vicious creature.
m/the_muppets,Movie,The Muppets,James Bobin,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Kermit the Frog, Miss Piggy, Fozzie Bear, Gonzo, Muppets, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz",United States,"Children & Family Movies, Comedies",PG,2011-11-23,2015-11-23,98.0,Walt Disney Pictures,Upright,80.0,89767.0,"muppets learn beloved theater slated demolition, gang reunite raise $10 million need save it."
